key,model,suite,task_id,min_score,max_score,spread,average_score,best_run,best_candidate,best_score,worst_run,worst_candidate,worst_score,current_extra5_score,control_extra3_score,scores,errors
E2B|instructfollow|if-04,E2B,instructfollow,if-04,50,50,0,50,extra5-i05,balanced-retry-empty-json-320-896,50,extra5-i05,balanced-retry-empty-json-320-896,50,50,50,[object Object],[object Object]
E2B|instructfollow|if-06,E2B,instructfollow,if-06,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|instructfollow|if-08,E2B,instructfollow,if-08,50,50,0,50,extra5-i05,balanced-retry-empty-json-320-896,50,extra5-i05,balanced-retry-empty-json-320-896,50,50,50,[object Object],[object Object]
E2B|instructfollow|if-09,E2B,instructfollow,if-09,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|instructfollow|if-10,E2B,instructfollow,if-10,66.7,66.7,0,66.7,extra5-i05,balanced-retry-empty-json-320-896,66.7,extra5-i05,balanced-retry-empty-json-320-896,66.7,66.7,66.7,[object Object],[object Object]
E2B|instructfollow|if-11,E2B,instructfollow,if-11,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|instructfollow|if-12,E2B,instructfollow,if-12,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E2B|instructfollow|if-13,E2B,instructfollow,if-13,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|instructfollow|if-14,E2B,instructfollow,if-14,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E2B|instructfollow|if-15,E2B,instructfollow,if-15,50,50,0,50,extra5-i05,balanced-retry-empty-json-320-896,50,extra5-i05,balanced-retry-empty-json-320-896,50,50,50,[object Object],[object Object]
E2B|reasonmath|rm-01,E2B,reasonmath,rm-01,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|reasonmath|rm-02,E2B,reasonmath,rm-02,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|reasonmath|rm-04,E2B,reasonmath,rm-04,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E2B|reasonmath|rm-07,E2B,reasonmath,rm-07,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|reasonmath|rm-08,E2B,reasonmath,rm-08,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E2B|reasonmath|rm-09,E2B,reasonmath,rm-09,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|reasonmath|rm-10,E2B,reasonmath,rm-10,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|reasonmath|rm-11,E2B,reasonmath,rm-11,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|reasonmath|rm-13,E2B,reasonmath,rm-13,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E2B|reasonmath|rm-14,E2B,reasonmath,rm-14,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-01,E2B,toolcall,tc-01,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-02,E2B,toolcall,tc-02,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-04,E2B,toolcall,tc-04,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-06,E2B,toolcall,tc-06,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-07,E2B,toolcall,tc-07,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-08,E2B,toolcall,tc-08,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-09,E2B,toolcall,tc-09,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-10,E2B,toolcall,tc-10,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-11,E2B,toolcall,tc-11,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-12,E2B,toolcall,tc-12,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-13,E2B,toolcall,tc-13,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-14,E2B,toolcall,tc-14,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E2B|toolcall|tc-15,E2B,toolcall,tc-15,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|agent|agent-01-weather-math,E4B,agent,agent-01-weather-math,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|agent|agent-02-stock-portfolio,E4B,agent,agent-02-stock-portfolio,75,75,0,75,extra5-i05,balanced-retry-empty-json-320-896,75,extra5-i05,balanced-retry-empty-json-320-896,75,75,75,[object Object],[object Object]
E4B|agent|agent-04-multi-step-calc,E4B,agent,agent-04-multi-step-calc,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|agent|agent-05-refuse-unknown-tool,E4B,agent,agent-05-refuse-unknown-tool,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|agent|agent-06-weather-fahrenheit,E4B,agent,agent-06-weather-fahrenheit,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|agent|agent-07-stocks-compare,E4B,agent,agent-07-stocks-compare,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|agent|agent-08-chained-tools,E4B,agent,agent-08-chained-tools,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-add-error-handling,E4B,coding,coding-add-error-handling,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-async-to-sync-refactor,E4B,coding,coding-async-to-sync-refactor,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-bug-fix-off-by-one,E4B,coding,coding-bug-fix-off-by-one,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-csv-parser,E4B,coding,coding-csv-parser,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-deduplicate-preserve-order,E4B,coding,coding-deduplicate-preserve-order,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-fibonacci-memo,E4B,coding,coding-fibonacci-memo,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-flatten-nested,E4B,coding,coding-flatten-nested,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-json-validator,E4B,coding,coding-json-validator,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-lru-cache,E4B,coding,coding-lru-cache,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-parse-log-entries,E4B,coding,coding-parse-log-entries,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-rate-limiter,E4B,coding,coding-rate-limiter,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|coding|coding-retry-decorator,E4B,coding,coding-retry-decorator,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|dataextract|de-01,E4B,dataextract,de-01,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|dataextract|de-02,E4B,dataextract,de-02,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|dataextract|de-03,E4B,dataextract,de-03,92,92,0,92,extra5-i05,balanced-retry-empty-json-320-896,92,extra5-i05,balanced-retry-empty-json-320-896,92,92,92,[object Object],[object Object]
E4B|dataextract|de-07,E4B,dataextract,de-07,76,76,0,76,extra5-i05,balanced-retry-empty-json-320-896,76,extra5-i05,balanced-retry-empty-json-320-896,76,76,76,[object Object],[object Object]
E4B|dataextract|de-08,E4B,dataextract,de-08,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|dataextract|de-11,E4B,dataextract,de-11,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|dataextract|de-13,E4B,dataextract,de-13,92,92,0,92,extra5-i05,balanced-retry-empty-json-320-896,92,extra5-i05,balanced-retry-empty-json-320-896,92,92,92,[object Object],[object Object]
E4B|dataextract|de-15,E4B,dataextract,de-15,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|instructfollow|if-01,E4B,instructfollow,if-01,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|instructfollow|if-03,E4B,instructfollow,if-03,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E4B|instructfollow|if-05,E4B,instructfollow,if-05,33.3,33.3,0,33.300000000000004,extra5-i05,balanced-retry-empty-json-320-896,33.3,extra5-i05,balanced-retry-empty-json-320-896,33.3,33.3,33.3,[object Object],[object Object]
E4B|instructfollow|if-06,E4B,instructfollow,if-06,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|instructfollow|if-08,E4B,instructfollow,if-08,50,50,0,50,extra5-i05,balanced-retry-empty-json-320-896,50,extra5-i05,balanced-retry-empty-json-320-896,50,50,50,[object Object],[object Object]
E4B|instructfollow|if-09,E4B,instructfollow,if-09,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|instructfollow|if-12,E4B,instructfollow,if-12,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E4B|instructfollow|if-13,E4B,instructfollow,if-13,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|instructfollow|if-14,E4B,instructfollow,if-14,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E4B|reasonmath|rm-01,E4B,reasonmath,rm-01,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-02,E4B,reasonmath,rm-02,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-06,E4B,reasonmath,rm-06,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E4B|reasonmath|rm-07,E4B,reasonmath,rm-07,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-08,E4B,reasonmath,rm-08,0,0,0,0,extra5-i05,balanced-retry-empty-json-320-896,0,extra5-i05,balanced-retry-empty-json-320-896,0,0,0,[object Object],[object Object]
E4B|reasonmath|rm-09,E4B,reasonmath,rm-09,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-10,E4B,reasonmath,rm-10,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-11,E4B,reasonmath,rm-11,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-14,E4B,reasonmath,rm-14,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|reasonmath|rm-15,E4B,reasonmath,rm-15,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-01,E4B,toolcall,tc-01,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-02,E4B,toolcall,tc-02,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-03,E4B,toolcall,tc-03,25,25,0,25,extra5-i05,balanced-retry-empty-json-320-896,25,extra5-i05,balanced-retry-empty-json-320-896,25,25,25,[object Object],[object Object]
E4B|toolcall|tc-04,E4B,toolcall,tc-04,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-06,E4B,toolcall,tc-06,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-07,E4B,toolcall,tc-07,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-08,E4B,toolcall,tc-08,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-09,E4B,toolcall,tc-09,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-10,E4B,toolcall,tc-10,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-11,E4B,toolcall,tc-11,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-12,E4B,toolcall,tc-12,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-13,E4B,toolcall,tc-13,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-14,E4B,toolcall,tc-14,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
E4B|toolcall|tc-15,E4B,toolcall,tc-15,100,100,0,100,extra5-i05,balanced-retry-empty-json-320-896,100,extra5-i05,balanced-retry-empty-json-320-896,100,100,100,[object Object],[object Object]
